Song Key,Active CSV Line,Staged CSV Line,Title,Artist,Field,Difference Type,Active Value,Staged Value
criminal || fiona apple,2909,2906,Criminal,Fiona Apple,MusicBrainz Verified,staged_only_value,,Yes
crimson || dj krush,2424,2423,Crimson,DJ Krush,Spotify Track ID,staged_only_value,,6xjdePRZphcrwttujgzY84
crossfire || stevie ray vaughan,7132,7128,Crossfire,Stevie Ray Vaughan,Energy,staged_only_value,,High
crossfire || stevie ray vaughan,7132,7128,Crossfire,Stevie Ray Vaughan,BPM,staged_only_value,,122.2
crossfire || stevie ray vaughan,7132,7128,Crossfire,Stevie Ray Vaughan,Vibe,staged_only_value,,Chill
crossfire || stevie ray vaughan,7132,7128,Crossfire,Stevie Ray Vaughan,MusicBrainz Verified,staged_only_value,,Yes
crossroads || cream,2038,2037,Crossroads,Cream,Spotify Track ID,staged_only_value,,6PUabSMXmPnZna361Wwmf7
crow || dj food,2420,2419,The Crow,DJ Food,Energy,staged_only_value,,Low
crow || dj food,2420,2419,The Crow,DJ Food,BPM,staged_only_value,,76.7
crow || dj food,2420,2419,The Crow,DJ Food,Vibe,staged_only_value,,Chill
crow || dj food,2420,2419,The Crow,DJ Food,MusicBrainz Verified,staged_only_value,,Yes
crucify || tori amos,8422,8416,Crucify,Tori Amos,MusicBrainz Verified,staged_only_value,,Yes
cruel summer || downplay,2499,2498,Cruel Summer,Downplay,Spotify Track ID,staged_only_value,,5zzMBh6UATveIQFEuIvLAh
crush || jennifer paige,3871,3867,Crush,Jennifer Paige,Energy,staged_only_value,,High
crush || jennifer paige,3871,3867,Crush,Jennifer Paige,BPM,staged_only_value,,115
crush || jennifer paige,3871,3867,Crush,Jennifer Paige,Vibe,staged_only_value,,Chill
crush || jennifer paige,3871,3867,Crush,Jennifer Paige,MusicBrainz Verified,staged_only_value,,Yes
crush || metaform,5113,5109,Crush,Metaform,Energy,staged_only_value,,High
crush || metaform,5113,5109,Crush,Metaform,BPM,staged_only_value,,100
crush || metaform,5113,5109,Crush,Metaform,Vibe,staged_only_value,,Chill
crush || metaform,5113,5109,Crush,Metaform,MusicBrainz Verified,staged_only_value,,Yes
cry || suzanina,7331,7327,Cry,Suzanina,Spotify Verified,staged_only_value,,Yes
cry me a river || borgore,1488,1487,Cry Me A River,Borgore,Spotify Track ID,staged_only_value,,58VozdGXathyOuxQzSNbO7
cryin || aerosmith,150,150,Cryin,Aerosmith,Spotify Track ID,staged_only_value,,4t1fWWJQs5V9YErfsrDslC
cryin in rain || ambrosia,418,418,Cryin' in the Rain,Ambrosia,Spotify Track ID,staged_only_value,,01bohMcGxWkKFczNJuPzGb
crying game || boy george,1505,1504,The Crying Game,Boy George,Spotify Track ID,staged_only_value,,3txSqHwGING6J7waJXN8RJ
crystalised original mix || martina topley bird,4936,4932,Crystalised - Original Mix,Martina Topley-Bird,Spotify Verified,staged_only_value,,Yes
cubik || 808 state,46,46,Cubik,808 State,Spotify Track ID,staged_only_value,,5BxETnZ8Dzm86jcuFAozOa
cuckle buckle houses || jacob 2 2,3756,3752,Cuckle Buckle Houses,Jacob 2-2,Energy,staged_only_value,,High
cuckle buckle houses || jacob 2 2,3756,3752,Cuckle Buckle Houses,Jacob 2-2,BPM,staged_only_value,,120
cuckle buckle houses || jacob 2 2,3756,3752,Cuckle Buckle Houses,Jacob 2-2,Vibe,staged_only_value,,Chill
cuckle buckle houses || jacob 2 2,3756,3752,Cuckle Buckle Houses,Jacob 2-2,MusicBrainz Verified,staged_only_value,,Yes
cum on feel noize || quiet riot,9252,9245,Cum On Feel the Noize,Quiet Riot,MusicBrainz Verified,staged_only_value,,Yes
curse || agnes obel,182,182,The Curse,Agnes Obel,Spotify Track ID,staged_only_value,,7hiY7fVxa0LEUeUP4F4ReR
curtains || aphex twin,596,596,Curtains,Aphex Twin,Energy,staged_only_value,,High
curtains || aphex twin,596,596,Curtains,Aphex Twin,BPM,staged_only_value,,108.9
curtains || aphex twin,596,596,Curtains,Aphex Twin,Vibe,staged_only_value,,Chill
curtains || aphex twin,596,596,Curtains,Aphex Twin,Spotify Verified,staged_only_value,,Yes
cut jazz || de phazz,2231,2230,Cut the Jazz,De-Phazz,Spotify Track ID,staged_only_value,,3ylfCKMBTsYBS27oIZTQca
cute sushi lunches || sneaker pimps,6992,6988,Cute Sushi Lunches,Sneaker Pimps,Energy,staged_only_value,,High
cute sushi lunches || sneaker pimps,6992,6988,Cute Sushi Lunches,Sneaker Pimps,BPM,staged_only_value,,130.1
cute sushi lunches || sneaker pimps,6992,6988,Cute Sushi Lunches,Sneaker Pimps,Vibe,staged_only_value,,Chill
cute sushi lunches || sneaker pimps,6992,6988,Cute Sushi Lunches,Sneaker Pimps,MusicBrainz Verified,staged_only_value,,Yes
cuts like a knife || bryan adams,1587,1586,Cuts Like a Knife,Bryan Adams,Spotify Track ID,staged_only_value,,5oZ2YnJxTXl7CdJJKehPHR
d song || yppah,8942,8936,D. Song (feat. Anomie Belle),Yppah,Energy,staged_only_value,,High
d song || yppah,8942,8936,D. Song (feat. Anomie Belle),Yppah,BPM,staged_only_value,,92.7
d song || yppah,8942,8936,D. Song (feat. Anomie Belle),Yppah,Vibe,staged_only_value,,Chill
d song || yppah,8942,8936,D. Song (feat. Anomie Belle),Yppah,Spotify Verified,staged_only_value,,Yes
d song || yppah,8942,8936,D. Song (feat. Anomie Belle),Yppah,MusicBrainz Verified,staged_only_value,,Yes
da feelin || nightmares on wax,5547,5543,Da Feelin,Nightmares On Wax,Energy,staged_only_value,,High
da feelin || nightmares on wax,5547,5543,Da Feelin,Nightmares On Wax,BPM,staged_only_value,,106
da feelin || nightmares on wax,5547,5543,Da Feelin,Nightmares On Wax,Vibe,staged_only_value,,Chill
da feelin || nightmares on wax,5547,5543,Da Feelin,Nightmares On Wax,MusicBrainz Verified,staged_only_value,,Yes
damage || kosheen,4403,4399,Damage,Kosheen,Energy,staged_only_value,,High
damage || kosheen,4403,4399,Damage,Kosheen,BPM,staged_only_value,,172.3
damage || kosheen,4403,4399,Damage,Kosheen,Vibe,staged_only_value,,Chill
damage || kosheen,4403,4399,Damage,Kosheen,MusicBrainz Verified,staged_only_value,,Yes
damn good || david lee roth,2223,2222,Damn Good,David Lee Roth,Spotify Track ID,staged_only_value,,27xIf7tzHPQFX068pFYlAh
dance hall days || theophilus london,8246,8240,Dance Hall Days,Theophilus London,Energy,staged_only_value,,High
dance hall days || theophilus london,8246,8240,Dance Hall Days,Theophilus London,BPM,staged_only_value,,103
dance hall days || theophilus london,8246,8240,Dance Hall Days,Theophilus London,Vibe,staged_only_value,,Party
dance hall days || theophilus london,8246,8240,Dance Hall Days,Theophilus London,MusicBrainz Verified,staged_only_value,,Yes
dance naked under palmtrees || mo horizons,5238,5234,Dance Naked Under Palmtrees,Mo' Horizons,Energy,staged_only_value,,High
dance naked under palmtrees || mo horizons,5238,5234,Dance Naked Under Palmtrees,Mo' Horizons,BPM,staged_only_value,,131
dance naked under palmtrees || mo horizons,5238,5234,Dance Naked Under Palmtrees,Mo' Horizons,Vibe,staged_only_value,,Chill
dance naked under palmtrees || mo horizons,5238,5234,Dance Naked Under Palmtrees,Mo' Horizons,MusicBrainz Verified,staged_only_value,,Yes
dancing queen || a teens,82,82,Dancing Queen (Pierre J's main radio mix),A?Teens,Spotify Track ID,staged_only_value,,2K18PiBfoRhUhnubysBAsD
dancing queen || abba,91,91,Dancing Queen,ABBA,Spotify Track ID,staged_only_value,,0GjEhVFGZW8afUYGChu3Rr
dancing with my hands || de phazz,2232,2231,Dancing With My Hands,De-Phazz,Spotify Track ID,staged_only_value,,5yRtWqsbbedpWLWKD1QRkA
dancing with myself || billy idol generation x,1229,1229,Dancing With Myself (EP Version),"Billy Idol, Generation X",Spotify Track ID,staged_only_value,,4kP1Q7kTXz1exaYR6biydH
dancing with tears in my eyes || anna ternheim and before dawn,548,548,Dancing With Tears In My Eyes,Anna Ternheim & Before The Dawn,Spotify Track ID,staged_only_value,,18wrXg0Ug6qEPXO1qwYjGu
dangerous || big data joywave,1185,1185,Dangerous,"Big Data, Joywave",Spotify Track ID,staged_only_value,,2PeKCn8NSGQXAHONaCh3wB
daniel || bat for lashes,874,874,Daniel,Bat for Lashes,Spotify Track ID,staged_only_value,,3jgGvWC8icBVtEj0ZzCvBf
dark end of street || cat power,1708,1707,Dark End Of The Street,Cat Power,Spotify Track ID,staged_only_value,,7k5SfArhhWuegmaxNTkz20
dark garden || sephiroth,6745,6741,Dark Garden,Sephiroth,Energy,staged_only_value,,Medium
dark garden || sephiroth,6745,6741,Dark Garden,Sephiroth,BPM,staged_only_value,,151.8
dark garden || sephiroth,6745,6741,Dark Garden,Sephiroth,Vibe,staged_only_value,,Chill
dark garden || sephiroth,6745,6741,Dark Garden,Sephiroth,MusicBrainz Verified,staged_only_value,,Yes
dark jazz || parov stelar,5824,5820,Dark Jazz,Parov Stelar,Energy,staged_only_value,,Medium
dark jazz || parov stelar,5824,5820,Dark Jazz,Parov Stelar,BPM,staged_only_value,,114
dark jazz || parov stelar,5824,5820,Dark Jazz,Parov Stelar,Vibe,staged_only_value,,Chill
dark jazz || parov stelar,5824,5820,Dark Jazz,Parov Stelar,MusicBrainz Verified,staged_only_value,,Yes
dark star || beck,1041,1041,Dark Star,Beck,Spotify Track ID,staged_only_value,,4XeSZ1rZ5O8iTWmnCu7hio
dark technology ghost || geomatic,3150,3146,Dark Technology Ghost,Geomatic,MusicBrainz Verified,staged_only_value,,Yes
dark waters of tocula lake || john anthony mathewson,3961,3957,Dark Waters Of Tocula Lake,John Anthony Mathewson,Energy,staged_only_value,,Medium
dark waters of tocula lake || john anthony mathewson,3961,3957,Dark Waters Of Tocula Lake,John Anthony Mathewson,BPM,staged_only_value,,132.8
dark waters of tocula lake || john anthony mathewson,3961,3957,Dark Waters Of Tocula Lake,John Anthony Mathewson,Vibe,staged_only_value,,Chill
dark waters of tocula lake || john anthony mathewson,3961,3957,Dark Waters Of Tocula Lake,John Anthony Mathewson,Spotify Verified,staged_only_value,,No
darkangel || vnv nation,8779,8773,Darkangel,VNV Nation,Energy,staged_only_value,,High
darkangel || vnv nation,8779,8773,Darkangel,VNV Nation,BPM,staged_only_value,,139.9
darkangel || vnv nation,8779,8773,Darkangel,VNV Nation,Vibe,staged_only_value,,Chill
darkangel || vnv nation,8779,8773,Darkangel,VNV Nation,MusicBrainz Verified,staged_only_value,,Yes
darkness that lurks in our mind || akira yamaoka,249,249,The Darkness that Lurks in Our Mind,Akira Yamaoka,Energy,staged_only_value,,Medium
darkness that lurks in our mind || akira yamaoka,249,249,The Darkness that Lurks in Our Mind,Akira Yamaoka,BPM,staged_only_value,,93.8
darkness that lurks in our mind || akira yamaoka,249,249,The Darkness that Lurks in Our Mind,Akira Yamaoka,Vibe,staged_only_value,,Chill
darkness that lurks in our mind || akira yamaoka,249,249,The Darkness that Lurks in Our Mind,Akira Yamaoka,MusicBrainz Verified,staged_only_value,,Yes
darkroom || archive,625,625,Darkroom,Archive,Energy,staged_only_value,,Medium
darkroom || archive,625,625,Darkroom,Archive,BPM,staged_only_value,,178.2
darkroom || archive,625,625,Darkroom,Archive,Vibe,staged_only_value,,Chill
darkroom || archive,625,625,Darkroom,Archive,MusicBrainz Verified,staged_only_value,,Yes
darling darling darling || chapelier fou,1743,1742,"Darling, Darling, Darling...",Chapelier Fou,Energy,staged_only_value,,High
darling darling darling || chapelier fou,1743,1742,"Darling, Darling, Darling...",Chapelier Fou,BPM,staged_only_value,,105.9
darling darling darling || chapelier fou,1743,1742,"Darling, Darling, Darling...",Chapelier Fou,Vibe,staged_only_value,,Chill
darling darling darling || chapelier fou,1743,1742,"Darling, Darling, Darling...",Chapelier Fou,MusicBrainz Verified,staged_only_value,,Yes
daryl hall and john oates || you make my dreams,8918,8912,Daryl Hall & John Oates,You Make My Dreams (Come True),Spotify Verified,staged_only_value,,No
das letzte lied || sonne hagal,7028,7024,Das Letzte Lied,Sonne Hagal,Energy,staged_only_value,,Low
das letzte lied || sonne hagal,7028,7024,Das Letzte Lied,Sonne Hagal,BPM,staged_only_value,,83.1
das letzte lied || sonne hagal,7028,7024,Das Letzte Lied,Sonne Hagal,Vibe,staged_only_value,,Chill
das letzte lied || sonne hagal,7028,7024,Das Letzte Lied,Sonne Hagal,MusicBrainz Verified,staged_only_value,,Yes
david sylvian japan || daughter,2183,2182,David Sylvian / Japan,Daughter,Spotify Verified,staged_only_value,,Yes
dawn || cinematic orchestra,7686,7680,Dawn,The Cinematic Orchestra,Energy,staged_only_value,,Low
dawn || cinematic orchestra,7686,7680,Dawn,The Cinematic Orchestra,BPM,staged_only_value,,117.1
dawn || cinematic orchestra,7686,7680,Dawn,The Cinematic Orchestra,Vibe,staged_only_value,,Chill
dawn || cinematic orchestra,7686,7680,Dawn,The Cinematic Orchestra,MusicBrainz Verified,staged_only_value,,Yes
day too soon || sia,6815,6811,Day Too Soon,Sia,MusicBrainz Verified,staged_only_value,,Yes
day world went away || nine inch nails,5603,5599,The Day the World Went Away,Nine Inch Nails,MusicBrainz Verified,staged_only_value,,Yes
daydream believer || anne murray,554,554,Daydream Believer,Anne Murray,Spotify Track ID,staged_only_value,,6qnPCgHTRisbxBT19Gw7cN
daylight || aesop rock,159,159,Daylight,Aesop Rock,Spotify Track ID,staged_only_value,,05GnmzpvnAUwnXuOQ5OTop
days are years || blue sky black death,1358,1358,Days Are Years,Blue Sky Black Death,Spotify Track ID,staged_only_value,,4jvlhXHvgTo9arRgHXx0eB
days to come || bonobo bajka,1470,1469,Days To Come,"Bonobo, Bajka",Spotify Track ID,staged_only_value,,1mRTSIs40qa2L7omBzQd1u
dayvan cowboy || boards of canada,1379,1378,Dayvan Cowboy,Boards of Canada,Energy,staged_only_value,,Low
dayvan cowboy || boards of canada,1379,1378,Dayvan Cowboy,Boards of Canada,BPM,staged_only_value,,83.1
dayvan cowboy || boards of canada,1379,1378,Dayvan Cowboy,Boards of Canada,Vibe,staged_only_value,,Chill
dayvan cowboy || boards of canada,1379,1378,Dayvan Cowboy,Boards of Canada,MusicBrainz Verified,staged_only_value,,Yes
dead cell || papa roach,5806,5802,Dead Cell,Papa Roach,Energy,staged_only_value,,High
dead cell || papa roach,5806,5802,Dead Cell,Papa Roach,BPM,staged_only_value,,98.9
dead cell || papa roach,5806,5802,Dead Cell,Papa Roach,Vibe,staged_only_value,,Intense
dead cell || papa roach,5806,5802,Dead Cell,Papa Roach,MusicBrainz Verified,staged_only_value,,Yes
dead forever || geomatic,3151,3147,Dead Forever,Geomatic,Energy,staged_only_value,,High
dead forever || geomatic,3151,3147,Dead Forever,Geomatic,BPM,staged_only_value,,140
dead forever || geomatic,3151,3147,Dead Forever,Geomatic,Vibe,staged_only_value,,Intense
dead forever || geomatic,3151,3147,Dead Forever,Geomatic,MusicBrainz Verified,staged_only_value,,Yes
dead heart || midnight oil,5169,5165,The Dead Heart,Midnight Oil,Energy,staged_only_value,,High
dead heart || midnight oil,5169,5165,The Dead Heart,Midnight Oil,BPM,staged_only_value,,148.7
dead heart || midnight oil,5169,5165,The Dead Heart,Midnight Oil,Vibe,staged_only_value,,Intense
dead heart || midnight oil,5169,5165,The Dead Heart,Midnight Oil,MusicBrainz Verified,staged_only_value,,Yes
dead mans party || a thorn for every heart,74,74,Dead Man's Party,A Thorn for Every Heart,Spotify Track ID,staged_only_value,,5pnkR257jbchE1DVPa1pzV
dear grandma and grandpa || tortoise,8433,8427,Dear Grandma And Grandpa,TORTOISE,Energy,staged_only_value,,Low
dear grandma and grandpa || tortoise,8433,8427,Dear Grandma And Grandpa,TORTOISE,BPM,staged_only_value,,144
dear grandma and grandpa || tortoise,8433,8427,Dear Grandma And Grandpa,TORTOISE,Vibe,staged_only_value,,Chill
dear grandma and grandpa || tortoise,8433,8427,Dear Grandma And Grandpa,TORTOISE,MusicBrainz Verified,staged_only_value,,Yes
debra || beck,1042,1042,Debra (2 Meter Session),Beck,Spotify Track ID,staged_only_value,,7FJjnr0SEOms7usVh5kwat
december || collective soul,1943,1942,December,Collective Soul,Spotify Track ID,staged_only_value,,7GNLvWRG9itrCk0zarYKmQ
deep over || golden dreams,3216,3212,Deep Over,Golden Dreams,Spotify Verified,staged_only_value,,Yes
deep pools || ital tek,3725,3721,Deep Pools,ITAL TEK,Energy,staged_only_value,,High
deep pools || ital tek,3725,3721,Deep Pools,ITAL TEK,BPM,staged_only_value,,142.4
deep pools || ital tek,3725,3721,Deep Pools,ITAL TEK,Vibe,staged_only_value,,Chill
deep pools || ital tek,3725,3721,Deep Pools,ITAL TEK,MusicBrainz Verified,staged_only_value,,Yes
deeper || attica blues,708,708,Deeper,Attica Blues,Energy,staged_only_value,,High
deeper || attica blues,708,708,Deeper,Attica Blues,BPM,staged_only_value,,178.2
deeper || attica blues,708,708,Deeper,Attica Blues,Vibe,staged_only_value,,Chill
deeper || attica blues,708,708,Deeper,Attica Blues,MusicBrainz Verified,staged_only_value,,Yes
defenceless || waldeck,8787,8781,Defenceless,Waldeck,Energy,staged_only_value,,High
defenceless || waldeck,8787,8781,Defenceless,Waldeck,BPM,staged_only_value,,82.3
defenceless || waldeck,8787,8781,Defenceless,Waldeck,Vibe,staged_only_value,,Chill
defenceless || waldeck,8787,8781,Defenceless,Waldeck,MusicBrainz Verified,staged_only_value,,Yes
defocus || amon tobin,446,446,Defocus,Amon Tobin,Energy,staged_only_value,,High
defocus || amon tobin,446,446,Defocus,Amon Tobin,BPM,staged_only_value,,92
defocus || amon tobin,446,446,Defocus,Amon Tobin,Vibe,staged_only_value,,Chill
defocus || amon tobin,446,446,Defocus,Amon Tobin,MusicBrainz Verified,staged_only_value,,Yes
deliverance || mission,7961,7955,Deliverance,The Mission,MusicBrainz Verified,staged_only_value,,Yes
deltitnu || aydio,803,803,Deltitnu,Aydio,MusicBrainz Verified,staged_only_value,,Yes
dent || sunday munich,7262,7258,Dent,Sunday Munich,Energy,staged_only_value,,Medium
dent || sunday munich,7262,7258,Dent,Sunday Munich,BPM,staged_only_value,,139.7
dent || sunday munich,7262,7258,Dent,Sunday Munich,Vibe,staged_only_value,,Chill
dent || sunday munich,7262,7258,Dent,Sunday Munich,Spotify Verified,staged_only_value,,No
dent || sunday munich,7262,7258,Dent,Sunday Munich,MusicBrainz Verified,staged_only_value,,Yes
deo || amon tobin,447,447,Deo,Amon Tobin,Spotify Track ID,staged_only_value,,7EtmFS7M5oVsPGZ3YytFf4
der kommissar || after fire,164,164,Der Kommissar,After The Fire,Spotify Track ID,staged_only_value,,2wjCYgpCMywSDkds2c8Rq6
der kommissar || falco,2855,2852,Der Kommissar,Falco,Spotify Track ID,staged_only_value,,3TBRJsLCcwroEkA3tD4u2N
derezzed || daft punk,2103,2102,Derezzed (Avicii remix),Daft Punk,Spotify Track ID,staged_only_value,,1rn6JIHBuBZiwvA57jeoOB
desert || emilie simon,2743,2740,Desert,Emilie Simon,MusicBrainz Verified,staged_only_value,,Yes
desert moon || dennis deyoung,2307,2306,Desert Moon,Dennis DeYoung,Spotify Track ID,staged_only_value,,3MzjEIe5pjA1gFgS95bkdN
desire || cannons,1659,1658,Desire,Cannons,Spotify Track ID,staged_only_value,,4Itmh4lyIIbIwxaNA7W1pi
desperado || eagles,2572,2570,Desperado,Eagles,Spotify Track ID,staged_only_value,,2TjnCxxQRYn56Ye8gkUKiW
desperate but not serious || adam ant,116,116,Desperate but Not Serious,Adam Ant,Spotify Track ID,staged_only_value,,7vDvtRSQ1WsGy87TrpBQGM
destination || church,7675,7669,Destination,The Church,Energy,staged_only_value,,High
destination || church,7675,7669,Destination,The Church,BPM,staged_only_value,,111.6
destination || church,7675,7669,Destination,The Church,Vibe,staged_only_value,,Intense
destination || church,7675,7669,Destination,The Church,MusicBrainz Verified,staged_only_value,,Yes
destination unknown || al dumaurier and geenuistick destination unknown,255,255,Destination: Unknown?,AL duMaurier & Geenuistick Destination: Unknown?,Spotify Track ID,staged_only_value,,48TbAfbgawgCzdegY7HLrG
destination unknown || al dumaurier geenuistick,256,256,Destination: Unknown?,"AL duMaurier, Geenuistick",Spotify Track ID,staged_only_value,,48TbAfbgawgCzdegY7HLrG
detroit part 1 || shigeto,6802,6798,Detroit Part 1,Shigeto,MusicBrainz Verified,staged_only_value,,Yes
devils haircut || beck,1043,1043,Devil's Haircut,Beck,Spotify Track ID,staged_only_value,,3Wx15gZFL2hO27AVh3FwG5
diabolus || cinematic orchestra,7687,7681,Diabolus,The Cinematic Orchestra,MusicBrainz Verified,staged_only_value,,Yes
diamente || blue states,1364,1364,Diamente,Blue States,MusicBrainz Verified,staged_only_value,,Yes
diamonds in sky || husky rescue,3598,3594,Diamonds in the Sky,Husky Rescue,Energy,staged_only_value,,High
diamonds in sky || husky rescue,3598,3594,Diamonds in the Sky,Husky Rescue,BPM,staged_only_value,,109.9
diamonds in sky || husky rescue,3598,3594,Diamonds in the Sky,Husky Rescue,Vibe,staged_only_value,,Chill
diamonds in sky || husky rescue,3598,3594,Diamonds in the Sky,Husky Rescue,MusicBrainz Verified,staged_only_value,,Yes
die eier von satan || tool,8411,8405,Die Eier von Satan,Tool,Energy,staged_only_value,,High
die eier von satan || tool,8411,8405,Die Eier von Satan,Tool,BPM,staged_only_value,,184.6
die eier von satan || tool,8411,8405,Die Eier von Satan,Tool,Vibe,staged_only_value,,Intense
die eier von satan || tool,8411,8405,Die Eier von Satan,Tool,MusicBrainz Verified,staged_only_value,,Yes
die falschen freunde dorr || nicola conte,5539,5535,Die Falschen Freunde Dorr (Via Di Qui),Nicola Conte,Spotify Verified,staged_only_value,,Yes
die slow || health,3477,3473,Die Slow,Health,MusicBrainz Verified,staged_only_value,,Yes
died in your arms || cutting crew,2072,2071,(I Just) Died In Your Arms,Cutting Crew,Spotify Track ID,staged_only_value,,4ByEFOBuLXpCqvO1kw8Wdm
died in your arms || emily linge,2748,2745,(I Just) Died In Your Arms,Emily Linge,Spotify Track ID,staged_only_value,,2mpVnaX9qL5K76NeRfpkN1
diet plan || audio lotion,752,752,The Diet Plan,Audio Lotion,Spotify Track ID,staged_only_value,,5OJ3xSnMffynLVUY4FG7Ll
dieu reconnaitra les siens || dj cam,2414,2413,Dieu Reconnaitra Les Siens,DJ Cam,MusicBrainz Verified,staged_only_value,,Yes
digeridoo || aphex twin,597,597,Digeridoo,Aphex Twin,Spotify Track ID,staged_only_value,,3QSQbRPGDky3vRmXVeP8iU
digging doctor what what || red snapper,6343,6339,Digging Doctor What What,Red Snapper,MusicBrainz Verified,staged_only_value,,Yes
digital tension dementia || front line assembly,9127,9121,Digital Tension Dementia,Front Line Assembly,Genre,staged_only_value,,Electronic
digital tension dementia || front line assembly,9127,9121,Digital Tension Dementia,Front Line Assembly,Energy,staged_only_value,,High
digital tension dementia || front line assembly,9127,9121,Digital Tension Dementia,Front Line Assembly,BPM,staged_only_value,,123.3
digital tension dementia || front line assembly,9127,9121,Digital Tension Dementia,Front Line Assembly,Vibe,staged_only_value,,Intense
digital tension dementia || front line assembly,9127,9121,Digital Tension Dementia,Front Line Assembly,MusicBrainz Verified,staged_only_value,,Yes
dirge || death in vegas,2273,2272,Dirge,Death In Vegas,MusicBrainz Verified,staged_only_value,,Yes
dirge || nostalgia 77,5646,5642,Dirge,Nostalgia 77,MusicBrainz Verified,staged_only_value,,Yes
dirty deeds || derrick lefevre damon johnson chris wimple iii richard kendrick,2356,2355,Dirty Deeds,Derrick LeFevre/Damon Johnson/Chris Wimple III/Richard Kendrick,Spotify Track ID,staged_only_value,,5aShYksCutAtin204otQez
dirty deeds done dirt cheap || ac dc,104,104,Dirty Deeds Done Dirt Cheap,AC/DC,Spotify Track ID,staged_only_value,,2d4e45fmUnguxh6yqC7gNT
dirty diana || uptown mix,9342,9333,Dirty Diana,Uptown Mix,Spotify Verified,staged_only_value,,Yes
dirty laundry || bitter sweet,1260,1260,Dirty Laundry,Bitter:Sweet,Spotify Track ID,staged_only_value,,4UxYhEeF9OUbEhaarph7u3
dirty laundry || don henley,2477,2476,Dirty Laundry,Don Henley,Spotify Track ID,staged_only_value,,1deZHQ9Na7bnWA9pulmlXD
dirty white boy || foreigner,2983,2980,Dirty White Boy,Foreigner,Spotify Track ID,staged_only_value,,2xpvmhp8j0UL9mCEqB1U0L
disappear || harland,3443,3439,Disappear,Harland,MusicBrainz Verified,staged_only_value,,Yes
disarm || dire straits,2389,2388,"Disarm (""the killer in me..."")",Dire Straits,Spotify Verified,staged_only_value,,Yes
disarm || smashing pumpkins,6963,6959,Disarm,Smashing Pumpkins,Spotify Verified,staged_only_value,,Yes
disarm || smashing pumpkins,6963,6959,Disarm,Smashing Pumpkins,MusicBrainz Verified,staged_only_value,,Yes
disconnect || tycho,8585,8579,The Disconnect,Tycho,Energy,staged_only_value,,High
disconnect || tycho,8585,8579,The Disconnect,Tycho,BPM,staged_only_value,,119.9
disconnect || tycho,8585,8579,The Disconnect,Tycho,Vibe,staged_only_value,,Chill
disconnect || tycho,8585,8579,The Disconnect,Tycho,MusicBrainz Verified,staged_only_value,,Yes
discotheque || u2,8602,8596,Discotheque,U2,Genre,conflict_both_nonblank,"October 27, 2019",27-Oct-19
displaced || amon tobin,448,448,Displaced,Amon Tobin,Spotify Track ID,staged_only_value,,4nRsc3NLnYFcmlpWw0zRZn
displaced || azure ray,809,809,Displaced,Azure Ray,Spotify Track ID,staged_only_value,,7aELx5szaGhjqMuk5ULS1m
disposable heroes || chimaira,1785,1784,Disposable Heroes,Chimaira,Spotify Track ID,staged_only_value,,5fTS9V0C3rQ92qKW2SgjDG
dissolve me || alt j,394,394,Dissolve Me (Ben Lovett Remix),alt-J,Spotify Track ID,staged_only_value,,3B8Hxqja6i1EromKPDqMXU
distance || cake,1642,1641,The Distance,Cake,Spotify Track ID,staged_only_value,,0fsz7tJ7UKXT9hliLfO7aE
distancia del mar || almadrava,376,376,Distancia del mar,Almadrava,MusicBrainz Verified,staged_only_value,,Yes
distractions || zero 7,8966,8960,Distractions,Zero 7,MusicBrainz Verified,staged_only_value,,Yes
district sleeps alone tonight || birdy,1244,1244,The District Sleeps Alone Tonight,Birdy,Spotify Track ID,staged_only_value,,6aeNuqAB8YFxVPWkI7ffmm
disturbia || boyce avenue,1512,1511,Disturbia,Boyce Avenue,Spotify Track ID,staged_only_value,,3nRRqrPJ6K9Nsa2dQsiAz3
divan || gotan project,3259,3255,Diván,Gotan Project,Energy,staged_only_value,,High
divan || gotan project,3259,3255,Diván,Gotan Project,BPM,staged_only_value,,110.9
divan || gotan project,3259,3255,Diván,Gotan Project,Vibe,staged_only_value,,Chill
divan || gotan project,3259,3255,Diván,Gotan Project,MusicBrainz Verified,staged_only_value,,Yes
do astral plane || flying lotus,2971,2968,Do The Astral Plane,Flying Lotus,Energy,staged_only_value,,High
do astral plane || flying lotus,2971,2968,Do The Astral Plane,Flying Lotus,BPM,staged_only_value,,117.4
do astral plane || flying lotus,2971,2968,Do The Astral Plane,Flying Lotus,Vibe,staged_only_value,,Chill
do astral plane || flying lotus,2971,2968,Do The Astral Plane,Flying Lotus,MusicBrainz Verified,staged_only_value,,Yes
do i wanna know || beau luci and do i wanna know,1030,1030,Do I Wanna Know?,Beau + Luci & Do I Wanna Know?,Spotify Track ID,staged_only_value,,5pFgnnvpslDo3sfxtH7PtW
do i wanna know || ben weighill and cloudsmiff,1085,1085,Do I Wanna Know? (Acoustic),Ben Weighill & Cloudsmiff,Spotify Track ID,staged_only_value,,66Y9rP5ps1INLr6bDkazuL
do i wanna know || chvrches and do i wanna know,1853,1852,Do I Wanna Know? (triple j Like A Version),CHVRCHES & Do I Wanna Know? (triple j Like A Version),Spotify Track ID,staged_only_value,,4eS6SJczn7yay78Spw3SPy
